RowId,ElementId,Action,Object,Value01,Value02,Value03,Value04
0.0,,Draw,CurveArray,,,,
0.1,,Use,Points,"4.80286036, 45.03680737, 13.17588239","4.62635426, 54.21512488, 13.17588239","10.98057407, 54.21512488, 13.17588239","10.98057407, 51.03801497, 13.17588239"
0.2,,Use,Points,"19.31044785, 48.21391728, 13.17588239","19.83114086, 53.20021477, 13.17588239","25.54993870, 52.77130494, 13.17588239","26.54719820, 48.74343560, 13.17588239"
0.3,,Use,Points,"32.86733121, 50.15548444, 13.17588239","33.39684953, 54.56813709, 13.17588239","38.33902050, 54.56813709, 13.17588239","37.98600829, 44.33078295, 13.17588239"
0.4,,Draw,NurbSpline,,,,
0.5,,Draw,Line,"37.98600829, 44.33078295, 13.17588239","4.80286036, 45.03680737, 13.17588239",,
0.6,2484,Add,Floor,,,,
1.0,,Draw,CurveArray,,,,
1.1,,Use,Points,"8.54357539, 46.44885622, 0.00000000","8.36706928, 55.62717373, 0.00000000","14.72128910, 55.62717373, 0.00000000","14.72128910, 52.45006382, 0.00000000"
1.2,,Use,Points,"23.01707608, 52.09705161, 0.00000000","22.84056997, 55.98018594, 0.00000000","30.60683863, 55.98018594, 0.00000000","30.07732032, 52.27355772, 0.00000000"
1.3,,Use,Points,"36.60804624, 51.56753329, 0.00000000","37.13756456, 55.98018594, 0.00000000","42.07973552, 55.98018594, 0.00000000","41.72672331, 45.74283179, 0.00000000"
1.4,,Draw,NurbSpline,,,,
1.5,,Draw,Line,"41.72672331, 45.74283179, 0.00000000","8.54357539, 46.44885622, 0.00000000",,
1.6,2490,Add,Floor,,,,
