RowId,ElementId,Action,Object,Value01,Value02,Value03,Value04
0.0,,Draw,CurveArray,,,,
0.1,,Use,Points,"8.53587411, 33.60956978, 0.00000000","6.78649174, 30.54705775, 0.00000000","3.45042548, 24.50953918, 0.00000000","2.75349236, 12.82977180, 0.00000000"
0.2,,Use,Points,"12.93359706, 7.19627554, 0.00000000","22.83418233, 5.25564213, 0.00000000","34.59276140, 5.12345252, 0.00000000","38.72280465, 16.28412771, 0.00000000"
0.3,,Use,Points,"40.00690636, 25.25121045, 0.00000000","38.19639488, 26.61643887, 0.00000000",,
0.4,,Draw,NurbSpline,,,,
0.5,,Use,Points,"38.19639488, 26.61643887, 0.00000000","36.99325662, 27.52367341, 0.00000000","34.51246080, 29.24055592, 0.00000000","30.55672769, 31.44212923, 0.00000000"
0.6,,Use,Points,"26.37091148, 33.17321306, 0.00000000","21.98842778, 34.32887261, 0.00000000","17.48080751, 34.81986192, 0.00000000","12.95156222, 34.60472393, 0.00000000"
0.7,,Use,Points,"9.98899874, 34.00817427, 0.00000000","8.53587411, 33.60956978, 0.00000000",,
0.8,,Draw,NurbSpline,,,,
0.9,2496,Add,Floor,,,,
1.0,,Draw,CurveArray,,,,
1.1,,Use,Points,"9.50044390, 32.40385755, 8.63855575","7.65506234, 29.54260021, 8.63855575","4.15773273, 23.96444589, 8.63855575","2.64020976, 12.71916037, 8.63855575"
1.2,,Use,Points,"12.53608479, 7.12714959, 8.63855575","22.17517086, 5.07631223, 8.63855575","33.35627227, 5.75791288, 8.63855575","36.96134734, 16.60172190, 8.63855575"
1.3,,Use,Points,"38.29623137, 25.07305525, 8.63855575","36.49821726, 26.61643887, 8.63855575",,
1.4,,Draw,NurbSpline,,,,
1.5,,Use,Points,"36.49821726, 26.61643887, 8.63855575","35.46126185, 27.50654311, 8.63855575","33.29076911, 29.19586590, 8.63855575","29.68501002, 31.29518267, 8.63855575"
1.6,,Use,Points,"25.79241754, 32.78528505, 8.63855575","21.74487528, 33.64046449, 8.63855575","17.62130049, 33.86664622, 8.63855575","13.50419062, 33.46872279, 8.63855575"
1.7,,Use,Points,"10.81821383, 32.81528658, 8.63855575","9.50044390, 32.40385755, 8.63855575",,
1.8,,Draw,NurbSpline,,,,
1.9,2502,Add,Floor,,,,
2.0,,Draw,CurveArray,,,,
2.1,,Use,Points,"10.46501368, 31.19814533, 17.27711150","8.52363293, 28.53814267, 17.27711150","4.86503998, 23.41935261, 17.27711150","2.52692716, 12.60854895, 17.27711150"
2.2,,Use,Points,"12.13857251, 7.05802364, 17.27711150","21.51615938, 4.89698232, 17.27711150","32.11978314, 6.39237323, 17.27711150","35.19989004, 16.91931609, 17.27711150"
2.3,,Use,Points,"36.55337577, 24.85867015, 17.27711150","34.80003963, 26.61643887, 17.27711150",,
2.4,,Draw,NurbSpline,,,,
2.5,,Use,Points,"34.80003963, 26.61643887, 17.27711150","33.92926708, 27.48941280, 17.27711150","32.06907743, 29.15117589, 17.27711150","28.81329235, 31.14823611, 17.27711150"
2.6,,Use,Points,"25.21392361, 32.39735705, 17.27711150","21.50132277, 32.95205638, 17.27711150","17.76179347, 32.91343053, 17.27711150","14.05681902, 32.33272165, 17.27711150"
2.7,,Use,Points,"11.64742892, 31.62239889, 17.27711150","10.46501368, 31.19814533, 17.27711150",,
2.8,,Draw,NurbSpline,,,,
2.9,2508,Add,Floor,,,,
3.0,,Draw,CurveArray,,,,
3.1,,Use,Points,"11.42958346, 29.99243310, 25.91566725","9.39220353, 27.53368513, 25.91566725","5.57234723, 22.87425932, 25.91566725","2.41364456, 12.49793752, 25.91566725"
3.2,,Use,Points,"11.74106024, 6.98889769, 25.91566725","20.85714791, 4.71765241, 25.91566725","30.88329401, 7.02683358, 25.91566725","33.43843273, 17.23691028, 25.91566725"
3.3,,Use,Points,"34.75647780, 24.60662747, 25.91566725","33.10186201, 26.61643887, 25.91566725",,
3.4,,Draw,NurbSpline,,,,
3.5,,Use,Points,"33.10186201, 26.61643887, 25.91566725","32.39727231, 27.47228250, 25.91566725","30.84738574, 29.10648587, 25.91566725","27.94157469, 31.00128955, 25.91566725"
3.6,,Use,Points,"24.63542968, 32.00942904, 25.91566725","21.25777027, 32.26364826, 25.91566725","17.90228645, 31.96021483, 25.91566725","14.60944742, 31.19672051, 25.91566725"
3.7,,Use,Points,"12.47664401, 30.42951120, 25.91566725","11.42958346, 29.99243310, 25.91566725",,
3.8,,Draw,NurbSpline,,,,
3.9,2514,Add,Floor,,,,
4.0,,Draw,CurveArray,,,,
4.1,,Use,Points,"12.39415324, 28.78672087, 34.55422299","10.26077413, 26.52922759, 34.55422299","6.27965447, 22.32916604, 34.55422299","2.30036196, 12.38732610, 34.55422299"
4.2,,Use,Points,"11.34354797, 6.91977174, 34.55422299","20.19813643, 4.53832250, 34.55422299","29.64680489, 7.66129393, 34.55422299","31.67697543, 17.55450447, 34.55422299"
4.3,,Use,Points,"32.87378577, 24.32636090, 34.55422299","31.40368438, 26.61643887, 34.55422299",,
4.4,,Draw,NurbSpline,,,,
4.5,,Use,Points,"31.40368438, 26.61643887, 34.55422299","30.86527754, 27.45515220, 34.55422299","29.62569406, 29.06179585, 34.55422299","27.06985702, 30.85434298, 34.55422299"
4.6,,Use,Points,"24.05693574, 31.62150103, 34.55422299","21.01421776, 31.57524014, 34.55422299","18.04277943, 31.00699914, 34.55422299","15.16207582, 30.06071937, 34.55422299"
4.7,,Use,Points,"13.30585910, 29.23662351, 34.55422299","12.39415324, 28.78672087, 34.55422299",,
4.8,,Draw,NurbSpline,,,,
4.9,2520,Add,Floor,,,,
5.0,,Draw,CurveArray,,,,
5.1,,Use,Points,"29.70550675, 26.61643887, 43.19277874","29.90841238, 23.61651927, 43.19277874","29.91551812, 17.87209866, 43.19277874","28.41031576, 8.29575429, 43.19277874"
5.2,,Use,Points,"19.53912496, 4.35899260, 43.19277874","10.94603569, 6.85064579, 43.19277874","2.18707935, 12.27671468, 43.19277874","6.98696172, 21.78407276, 43.19277874"
5.3,,Use,Points,"10.80941073, 26.06154670, 43.19277874","13.35872302, 27.58100865, 43.19277874",,
5.4,,Draw,NurbSpline,,,,
5.5,,Use,Points,"13.35872302, 27.58100865, 43.19277874","14.13507419, 28.04373582, 43.19277874","15.71470422, 28.92471824, 43.19277874","18.18327241, 30.05378344, 43.19277874"
5.6,,Use,Points,"20.77066525, 30.88683202, 43.19277874","23.47844181, 31.23357303, 43.19277874","26.19813935, 30.70739642, 43.19277874","28.40400237, 29.01710584, 43.19277874"
5.7,,Use,Points,"29.33328277, 27.43802189, 43.19277874","29.70550675, 26.61643887, 43.19277874",,
5.8,,Draw,NurbSpline,,,,
5.9,2526,Add,Floor,,,,
